date;symbol;action;slope;targetWeight;actualUsd;targetUsd;diffUsd;price;tradeUsd;units;portfolioValue
2021-08-20;BNBUSDT;sell;141,562457;65,0467;10095,70;10051,95;-43,76;454,93000000;43,76;0,09617965;15453,45
2021-08-20;VOO;buy;7,639157;3,5101;517,78;542,43;24,65;415,04998779;24,65;0,05939963;15453,45
2021-08-20;GLDM;buy;12,035686;5,5303;815,78;854,62;38,84;35,45999908;38,84;1,09539525;15453,45
2021-08-21;GLDM;sell;12,035686;5,5186;854,62;843,03;-11,59;35,45999908;11,59;0,32696880;15276,03
2021-08-21;BNBUSDT;buy;141,917542;65,0722;9915,18;9940,45;25,27;448,74000000;11,59;0,02583749;15276,03
2021-08-22;BTCUSDT;sell;56,605989;25,9005;3997,68;3965,00;-32,68;49239,22000000;32,68;0,00066375;15308,59
2021-08-22;BNBUSDT;buy;142,270905;65,0971;9925,44;9965,45;40,01;448,68000000;32,68;0,07284129;15308,59
2021-08-23;BNBUSDT;sell;142,651958;65,1532;11076,27;10726,49;-349,78;499,06000000;349,78;0,70088409;16463,48
2021-08-23;BTCUSDT;buy;56,712183;25,9021;3985,10;4264,38;279,28;49488,85000000;279,28;0,00564333;16463,48
2021-08-23;VOO;buy;7,639157;3,4890;542,43;574,41;31,98;415,04998779;31,98;0,07704993;16463,48
2021-08-23;GLDM;buy;11,945048;5,4556;859,67;898,19;38,52;36,15999985;38,52;1,06531342;16463,48
2021-08-24;BTCUSDT;sell;56,811878;25,8928;4108,00;4069,66;-38,35;47674,01000000;38,35;0,00080434;15717,32
2021-08-24;VOO;sell;7,639157;3,4817;574,41;547,22;-27,19;415,04998779;27,19;0,06551487;15717,32
2021-08-24;GLDM;sell;11,945048;5,4441;898,19;855,67;-42,52;36,15999985;42,52;1,17585648;15717,32
2021-08-24;BNBUSDT;buy;143,015680;65,1814;10136,71;10244,77;108,06;471,62000000;108,06;0,22911863;15717,32
2021-08-25;BNBUSDT;sell;143,395591;65,2109;10930,55;10768,94;-161,61;503,19000000;161,61;0,32117468;16514,01
2021-08-25;BTCUSDT;buy;56,915307;25,8829;4180,57;4274,31;93,74;48973,32000000;93,74;0,00191412;16514,01
2021-08-25;VOO;buy;7,639157;3,4740;547,22;573,70;26,47;415,04998779;26,47;0,06378591;16514,01
2021-08-25;GLDM;buy;11,945048;5,4322;855,67;897,07;41,40;36,15999985;41,40;1,14482518;16514,01
2021-08-26;VOO;sell;7,639157;3,4668;573,70;547,44;-26,26;415,04998779;26,26;0,06325863;15791,20
2021-08-26;GLDM;sell;11,945048;5,4208;897,07;856,01;-41,05;36,15999985;41,05;1,13536157;15791,20
2021-08-26;BNBUSDT;buy;143,759659;65,2400;10231,98;10302,18;70,20;478,10000000;67,31;0,14078679;15791,20
2021-08-27;BTCUSDT;sell;57,113785;25,8633;4282,74;4225,75;-56,99;49069,90000000;56,99;0,00116145;16338,77
2021-08-27;BNBUSDT;buy;144,131339;65,2682;10652,58;10664,02;11,45;494,50000000;11,45;0,02314484;16338,77
2021-08-27;VOO;buy;7,639157;3,4593;547,44;565,21;17,77;415,04998779;17,77;0,04280541;16338,77
