date;symbol;action;slope;targetWeight;actualUsd;targetUsd;diffUsd;price;tradeUsd;units;portfolioValue
2018-08-01;GLD;buy;4,696644;17,0865;3049,85;3097,83;47,98;113,51000214;47,98;0,42268813;18130,27
2018-09-01;VOO;sell;7,799653;28,3957;5141,08;4608,48;-532,60;267,04998779;532,60;1,99437649;16229,51
2018-09-01;GLD;sell;4,629397;16,8539;3077,36;2735,31;-342,05;112,76000214;342,05;3,03343436;16229,51
2018-09-01;TLT;sell;2,006084;7,3034;1291,84;1185,31;-106,53;117,26999664;106,53;0,90840741;16229,51
2018-09-01;AAPL;buy;13,032604;47,4470;6719,23;7700,41;981,18;44,64500046;981,18;21,97731452;16229,51
2018-10-01;AAPL;sell;13,032604;47,6408;7700,41;7591,60;-108,81;44,64500046;108,81;2,43720696;15935,08
2018-10-01;GLD;sell;4,567476;16,6964;2793,29;2660,59;-132,70;115,15000153;132,70;1,15238175;15935,08
2018-10-01;VOO;buy;7,768681;28,3985;4293,37;4525,32;231,95;248,78999329;231,95;0,93232149;15935,08
2018-11-01;VOO;sell;7,744792;28,4157;4610,63;4559,88;-50,74;253,47999573;50,74;0,20018926;16047,09
2018-11-01;GLD;sell;4,507375;16,5376;2669,60;2653,80;-15,81;115,54000092;15,81;0,13679719;16047,09
2018-11-01;AAPL;buy;13,032604;47,8167;7591,60;7673,18;81,58;44,64500046;76,10;1,70462825;16047,09
2018-12-01;GLD;sell;4,457190;16,4149;2784,95;2557,73;-227,22;121,25000000;227,22;1,87398832;15581,75
2018-12-01;TLT;sell;1,960964;7,2218;1228,16;1125,29;-102,88;121,51000214;102,88;0,84667280;15581,75
2018-12-01;AAPL;buy;13,070611;48,1363;7434,55;7500,48;65,93;43,28749847;65,93;1,52297809;15581,75
2018-12-01;VOO;buy;7,664563;28,2270;4134,08;4398,26;264,17;229,80999756;264,17;1,14953391;15581,75
2019-01-01;VOO;sell;7,624621;28,1768;4746,58;4510,59;-235,99;248,00999451;235,99;0,95153841;16008,16
2019-01-01;GLD;sell;4,412889;16,3078;2631,56;2610,59;-20,97;124,75000000;20,97;0,16811712;16008,16
2019-01-01;AAPL;buy;13,070611;48,3025;7500,48;7732,34;231,86;43,28749847;231,86;5,35627706;16008,16
2019-01-01;TLT;buy;1,951799;7,2129;1129,55;1154,65;25,10;121,97000122;25,10;0,20581955;16008,16
2019-02-01;VOO;sell;7,598917;28,1669;4657,18;4540,61;-116,57;256,07000732;116,57;0,45521715;16120,39
2019-02-01;AAPL;buy;13,070611;48,4488;7732,34;7810,13;77,79;43,28749847;77,79;1,79712536;16120,39
2019-02-01;GLD;buy;4,368120;16,1913;2594,68;2610,10;15,42;123,98999786;15,42;0,12434558;16120,39
